"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"650","RT @devashak: Firm believer #Thalaivar #Rajinikanth is God’s child.
He is a sidhar, mahaan.
Imagine after starting party #AJStalin &amp; a few…",FALSE,0,NA,2021-01-17 13:31:30,FALSE,NA,"1350797899030962179",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jaistar02",31,TRUE,FALSE,NA,NA
"651","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 13:22:54,FALSE,NA,"1350795733943742465",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Subash31867039",492,TRUE,FALSE,NA,NA
"652","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 13:16:31,FALSE,NA,"1350794127751868419",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SabariSathish7",492,TRUE,FALSE,NA,NA
"653","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 13:11:53,FALSE,NA,"1350792960699338752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PuviMastreo",492,TRUE,FALSE,NA,NA
"654","RT @devashak: Firm believer #Thalaivar #Rajinikanth is God’s child.
He is a sidhar, mahaan.
Imagine after starting party #AJStalin &amp; a few…",FALSE,0,NA,2021-01-17 13:07:14,FALSE,NA,"1350791790471745539",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","manisachin20",31,TRUE,FALSE,NA,NA
"655","RT @devashak: #AJStalin &amp; a few other district secretaries leaving #Rajinikanth &amp; joining droghi #Dmk.
Sad day for #RajiniMakkalMandram .
T…",FALSE,0,NA,2021-01-17 13:05:49,FALSE,NA,"1350791435881050115",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Arun51108761",62,TRUE,FALSE,NA,NA
"656","RT @PrithivirajK89: #Rajini At age 25- Introduced by KB sir
#Vijay At age 18 introduced by SAC

#R after first 3 movies committed with othe…",FALSE,0,NA,2021-01-17 13:00:52,FALSE,NA,"1350790192257384450",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iRajiniMuthu",85,TRUE,FALSE,NA,NA
"657","RT @Thuppakidawwwww: Most 100Crs In Tamil Nadu .!<U+0001F60E>
( TN BO )

1. #Ajith - 3 Movies
2. #Rajini - 2 Movies
3. #Vijay - 0 Movie 

TN Always Th…",FALSE,0,NA,2021-01-17 12:51:13,FALSE,NA,"1350787759917522945",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vasanth0719",21,TRUE,FALSE,NA,NA
"658","RT @devashak: #AJStalin &amp; a few other district secretaries leaving #Rajinikanth &amp; joining droghi #Dmk.
Sad day for #RajiniMakkalMandram .
T…",FALSE,0,NA,2021-01-17 12:45:41,FALSE,NA,"1350786368079761408",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","balamurugan_mb",62,TRUE,FALSE,NA,NA
"659","RT @devashak: Firm believer #Thalaivar #Rajinikanth is God’s child.
He is a sidhar, mahaan.
Imagine after starting party #AJStalin &amp; a few…",FALSE,0,NA,2021-01-17 12:42:23,FALSE,NA,"1350785537620148238",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RajiniRasigan82",31,TRUE,FALSE,NA,NA
"660","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-17 12:37:12,FALSE,NA,"1350784232646275076",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","boopalansivara2",131,TRUE,FALSE,NA,NA
"661","RT @Kollywoodcinma: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
- #ThalaAjith -8
• #Suriya - 7
• #Vijay      - 6
•…",FALSE,0,NA,2021-01-17 12:34:56,FALSE,NA,"1350783662032257029",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ThisIsArunn",59,TRUE,FALSE,NA,NA
"662","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-17 12:30:58,FALSE,NA,"1350782665427861505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Manikum35652943",131,TRUE,FALSE,NA,NA
"663","RT @devashak: Firm believer #Thalaivar #Rajinikanth is God’s child.
He is a sidhar, mahaan.
Imagine after starting party #AJStalin &amp; a few…",FALSE,0,NA,2021-01-17 12:28:10,FALSE,NA,"1350781960365375489",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rajinirasigan46",31,TRUE,FALSE,NA,NA
"664","RT @devashak: Firm believer #Thalaivar #Rajinikanth is God’s child.
He is a sidhar, mahaan.
Imagine after starting party #AJStalin &amp; a few…",FALSE,0,NA,2021-01-17 12:27:49,FALSE,NA,"1350781874264629248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bkarthick03011",31,TRUE,FALSE,NA,NA
"665","RT @BAASHA92932942: Most Viewed &amp; Liked Title Motion Poster #Annaatthe

https://t.co/cbMu8beR50

#Annaatthe #Rajini https://t.co/C93lr8Ol2x",FALSE,0,NA,2021-01-17 12:25:31,FALSE,NA,"1350781292384641026",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MLokeshwaran11",1,TRUE,FALSE,NA,NA
"666","RT @devashak: #AJStalin &amp; a few other district secretaries leaving #Rajinikanth &amp; joining droghi #Dmk.
Sad day for #RajiniMakkalMandram .
T…",FALSE,0,NA,2021-01-17 12:24:43,FALSE,NA,"1350781091901104131",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RajRajiniRaj",62,TRUE,FALSE,NA,NA
"667","RT @devashak: #AJStalin &amp; a few other district secretaries leaving #Rajinikanth &amp; joining droghi #Dmk.
Sad day for #RajiniMakkalMandram .
T…",FALSE,0,NA,2021-01-17 12:19:47,FALSE,NA,"1350779850487984130",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pavandhankannan",62,TRUE,FALSE,NA,NA
"668","RT @itzsKarthick: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Kar…",FALSE,0,NA,2021-01-17 12:16:22,FALSE,NA,"1350778992521998341",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","imsanjuskumar",215,TRUE,FALSE,NA,NA
"669","RT @devashak: Firm believer #Thalaivar #Rajinikanth is God’s child.
He is a sidhar, mahaan.
Imagine after starting party #AJStalin &amp; a few…",FALSE,0,NA,2021-01-17 12:15:15,FALSE,NA,"1350778709364666369",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Indian_Critic04",31,TRUE,FALSE,NA,NA
"670","RT @devashak: #AJStalin &amp; a few other district secretaries leaving #Rajinikanth &amp; joining droghi #Dmk.
Sad day for #RajiniMakkalMandram .
T…",FALSE,0,NA,2021-01-17 12:15:13,FALSE,NA,"1350778703580590081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iluvssrk",62,TRUE,FALSE,NA,NA
"671","RT @Aadhavan_memes: Kollywood 100cr Hero's Still 2021<U+0001F4A5><U+0001F609>
#Rajini
#Kamal
#Suriya
#Vijay
#Ajith
#Vikram
#Karthi 

I expecting next generation…",FALSE,0,NA,2021-01-17 12:12:03,FALSE,NA,"1350777904515354628",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kaithisivaspd",124,TRUE,FALSE,NA,NA
"672","RT @devashak: Firm believer #Thalaivar #Rajinikanth is God’s child.
He is a sidhar, mahaan.
Imagine after starting party #AJStalin &amp; a few…",FALSE,0,NA,2021-01-17 12:10:44,FALSE,NA,"1350777575799287809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GokulRaja098",31,TRUE,FALSE,NA,NA
"673","RT @Aadhavan_memes: Kollywood 100cr Hero's Still 2021<U+0001F4A5><U+0001F609>
#Rajini
#Kamal
#Suriya
#Vijay
#Ajith
#Vikram
#Karthi 

I expecting next generation…",FALSE,0,NA,2021-01-17 12:10:00,FALSE,NA,"1350777387512864770",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BPottru",124,TRUE,FALSE,NA,NA
"674","RT @devashak: #AJStalin &amp; a few other district secretaries leaving #Rajinikanth &amp; joining droghi #Dmk.
Sad day for #RajiniMakkalMandram .
T…",FALSE,0,NA,2021-01-17 12:05:52,FALSE,NA,"1350776349066055682",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sureshminnalraj",62,TRUE,FALSE,NA,NA
"675","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-17 12:04:45,FALSE,NA,"1350776069477994496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kishorekonka",131,TRUE,FALSE,NA,NA
"676","RT @devashak: Firm believer #Thalaivar #Rajinikanth is God’s child.
He is a sidhar, mahaan.
Imagine after starting party #AJStalin &amp; a few…",FALSE,0,NA,2021-01-17 12:04:24,FALSE,NA,"1350775980076326914",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iluvssrk",31,TRUE,FALSE,NA,NA
"677","RT @devashak: Firm believer #Thalaivar #Rajinikanth is God’s child.
He is a sidhar, mahaan.
Imagine after starting party #AJStalin &amp; a few…",FALSE,0,NA,2021-01-17 12:03:27,FALSE,NA,"1350775740246048770",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kandeepanjayam",31,TRUE,FALSE,NA,NA
"678","RT @devashak: #AJStalin &amp; a few other district secretaries leaving #Rajinikanth &amp; joining droghi #Dmk.
Sad day for #RajiniMakkalMandram .
T…",FALSE,0,NA,2021-01-17 12:00:55,FALSE,NA,"1350775104058359808",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Indian_Critic04",62,TRUE,FALSE,NA,NA
"679","RT @devashak: Firm believer #Thalaivar #Rajinikanth is God’s child.
He is a sidhar, mahaan.
Imagine after starting party #AJStalin &amp; a few…",FALSE,0,NA,2021-01-17 11:56:59,FALSE,NA,"1350774113502068736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rkarthi81",31,TRUE,FALSE,NA,NA
"680","RT @PrithivirajK89: #Rajini At age 25- Introduced by KB sir
#Vijay At age 18 introduced by SAC

#R after first 3 movies committed with othe…",FALSE,0,NA,2021-01-17 11:56:45,FALSE,NA,"1350774053225680898",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ARUNSIVA1",85,TRUE,FALSE,NA,NA
"681","RT @devashak: Firm believer #Thalaivar #Rajinikanth is God’s child.
He is a sidhar, mahaan.
Imagine after starting party #AJStalin &amp; a few…",FALSE,0,NA,2021-01-17 11:54:51,FALSE,NA,"1350773576031379460",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sureshminnalraj",31,TRUE,FALSE,NA,NA
"682","RT @devashak: #AJStalin &amp; a few other district secretaries leaving #Rajinikanth &amp; joining droghi #Dmk.
Sad day for #RajiniMakkalMandram .
T…",FALSE,0,NA,2021-01-17 11:52:29,FALSE,NA,"1350772980104585223",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PrakashMarimut3",62,TRUE,FALSE,NA,NA
"683","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-17 11:50:16,FALSE,NA,"1350772424992673792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YesudasPathina1",131,TRUE,FALSE,NA,NA
"684","RT @Aadhavan_memes: Kollywood 100cr Hero's Still 2021<U+0001F4A5><U+0001F609>
#Rajini
#Kamal
#Suriya
#Vijay
#Ajith
#Vikram
#Karthi 

I expecting next generation…",FALSE,0,NA,2021-01-17 11:48:28,FALSE,NA,"1350771968564486145",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kjagadi31527406",124,TRUE,FALSE,NA,NA
"685","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-17 11:44:17,FALSE,NA,"1350770916343517188",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mrkkannanr",131,TRUE,FALSE,NA,NA
"686","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-17 11:42:13,FALSE,NA,"1350770395498987525",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rajini__Akash",131,TRUE,FALSE,NA,NA
"687","RT @Aadhavan_memes: Kollywood 100cr Hero's Still 2021<U+0001F4A5><U+0001F609>
#Rajini
#Kamal
#Suriya
#Vijay
#Ajith
#Vikram
#Karthi 

I expecting next generation…",FALSE,0,NA,2021-01-17 11:40:59,FALSE,NA,"1350770086018121730",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Arunkum67255001",124,TRUE,FALSE,NA,NA
"688","RT @devashak: #AJStalin &amp; a few other district secretaries leaving #Rajinikanth &amp; joining droghi #Dmk.
Sad day for #RajiniMakkalMandram .
T…",FALSE,0,NA,2021-01-17 11:37:15,FALSE,NA,"1350769147186089986",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Maarutee",62,TRUE,FALSE,NA,NA
"689","RT @Aadhavan_memes: Kollywood 100cr Hero's Still 2021<U+0001F4A5><U+0001F609>
#Rajini
#Kamal
#Suriya
#Vijay
#Ajith
#Vikram
#Karthi 

I expecting next generation…",FALSE,0,NA,2021-01-17 11:35:14,FALSE,NA,"1350768640086294531",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sikkand05621737",124,TRUE,FALSE,NA,NA
"690","RT @devashak: #AJStalin &amp; a few other district secretaries leaving #Rajinikanth &amp; joining droghi #Dmk.
Sad day for #RajiniMakkalMandram .
T…",FALSE,0,NA,2021-01-17 11:34:56,FALSE,NA,"1350768565167669250",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bangalore_RFC",62,TRUE,FALSE,NA,NA
"691","RT @Aadhavan_memes: Kollywood 100cr Hero's Still 2021<U+0001F4A5><U+0001F609>
#Rajini
#Kamal
#Suriya
#Vijay
#Ajith
#Vikram
#Karthi 

I expecting next generation…",FALSE,0,NA,2021-01-17 11:30:18,FALSE,NA,"1350767398798823424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KRK_Offl",124,TRUE,FALSE,NA,NA
"692","RT @devashak: #AJStalin &amp; a few other district secretaries leaving #Rajinikanth &amp; joining droghi #Dmk.
Sad day for #RajiniMakkalMandram .
T…",FALSE,0,NA,2021-01-17 11:29:25,FALSE,NA,"1350767175632490496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Karpagamraviku1",62,TRUE,FALSE,NA,NA
"693","RT @devashak: Firm believer #Thalaivar #Rajinikanth is God’s child.
He is a sidhar, mahaan.
Imagine after starting party #AJStalin &amp; a few…",FALSE,0,NA,2021-01-17 11:28:43,FALSE,NA,"1350766999144599552",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HariharanArun",31,TRUE,FALSE,NA,NA
"694","RT @devashak: #AJStalin &amp; a few other district secretaries leaving #Rajinikanth &amp; joining droghi #Dmk.
Sad day for #RajiniMakkalMandram .
T…",FALSE,0,NA,2021-01-17 11:27:51,FALSE,NA,"1350766781665669125",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rajini712dhoni",62,TRUE,FALSE,NA,NA
"695","RT @Aadhavan_memes: Kollywood 100cr Hero's Still 2021<U+0001F4A5><U+0001F609>
#Rajini
#Kamal
#Suriya
#Vijay
#Ajith
#Vikram
#Karthi 

I expecting next generation…",FALSE,0,NA,2021-01-17 11:27:45,FALSE,NA,"1350766756567027712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Surya80989719",124,TRUE,FALSE,NA,NA
"696","RT @devashak: #AJStalin &amp; a few other district secretaries leaving #Rajinikanth &amp; joining droghi #Dmk.
Sad day for #RajiniMakkalMandram .
T…",FALSE,0,NA,2021-01-17 11:22:17,FALSE,NA,"1350765380457832451",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rSFlpNO7KzahEPh",62,TRUE,FALSE,NA,NA
"697","RT @devashak: #AJStalin &amp; a few other district secretaries leaving #Rajinikanth &amp; joining droghi #Dmk.
Sad day for #RajiniMakkalMandram .
T…",FALSE,0,NA,2021-01-17 11:19:51,FALSE,NA,"1350764768886341632",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Sakrevathi09",62,TRUE,FALSE,NA,NA
"698","RT @Aadhavan_memes: Kollywood 100cr Hero's Still 2021<U+0001F4A5><U+0001F609>
#Rajini
#Kamal
#Suriya
#Vijay
#Ajith
#Vikram
#Karthi 

I expecting next generation…",FALSE,0,NA,2021-01-17 11:10:52,FALSE,NA,"1350762506889924608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SHumettan",124,TRUE,FALSE,NA,NA
"699","RT @PrithivirajK89: #Rajini At age 25- Introduced by KB sir
#Vijay At age 18 introduced by SAC

#R after first 3 movies committed with othe…",FALSE,0,NA,2021-01-17 11:00:05,FALSE,NA,"1350759794328576004",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DJeshuran",85,TRUE,FALSE,NA,NA
"700","RT @devashak: #AJStalin &amp; a few other district secretaries leaving #Rajinikanth &amp; joining droghi #Dmk.
Sad day for #RajiniMakkalMandram .
T…",FALSE,0,NA,2021-01-17 11:00:00,FALSE,NA,"1350759772396654592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","parthiaustin",62,TRUE,FALSE,NA,NA
"701","RT @devashak: #AJStalin &amp; a few other district secretaries leaving #Rajinikanth &amp; joining droghi #Dmk.
Sad day for #RajiniMakkalMandram .
T…",FALSE,0,NA,2021-01-17 10:59:15,FALSE,NA,"1350759586303598592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pheonix_paravai",62,TRUE,FALSE,NA,NA
"702","RT @pulzerBLUE: Agree??? <U+0001F929><U+0001F60E><U+0001F4AA>

If true kindly Retweet <U+0001F501> &amp; Like <U+2764><U+FE0F><U+0001F917><U+0001F64C>

MASTER REVIVES INDIAN BO
#RajiniMakkalMandram #VMI #MGRBirthAnniversary…",FALSE,0,NA,2021-01-17 10:57:39,FALSE,NA,"1350759183314948097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jillamu18067262",5,TRUE,FALSE,NA,NA
"703","RT @devashak: #AJStalin &amp; a few other district secretaries leaving #Rajinikanth &amp; joining droghi #Dmk.
Sad day for #RajiniMakkalMandram .
T…",FALSE,0,NA,2021-01-17 10:57:11,FALSE,NA,"1350759066029551620",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DJeshuran",62,TRUE,FALSE,NA,NA
"704","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-17 10:49:39,FALSE,NA,"1350757167511396356",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KabaliTamilnadu",131,TRUE,FALSE,NA,NA
"705","RT @itzsKarthick: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Kar…",FALSE,0,NA,2021-01-17 10:47:55,FALSE,NA,"1350756732486602753",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Preejit35064486",215,TRUE,FALSE,NA,NA
"706","RT @pulzerBLUE: Agree??? <U+0001F929><U+0001F60E><U+0001F4AA>

If true kindly Retweet <U+0001F501> &amp; Like <U+2764><U+FE0F><U+0001F917><U+0001F64C>

MASTER REVIVES INDIAN BO
#RajiniMakkalMandram #VMI #MGRBirthAnniversary…",FALSE,0,NA,2021-01-17 10:47:52,FALSE,NA,"1350756719618453507",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pulzerBLUE",5,TRUE,FALSE,NA,NA
"707","RT @pulzerBLUE: Agree??? <U+0001F929><U+0001F60E><U+0001F4AA>

If true kindly Retweet <U+0001F501> &amp; Like <U+2764><U+FE0F><U+0001F917><U+0001F64C>

MASTER REVIVES INDIAN BO
#RajiniMakkalMandram #VMI #MGRBirthAnniversary…",FALSE,0,NA,2021-01-17 10:45:10,FALSE,NA,"1350756038480330755",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DavidDe63589062",5,TRUE,FALSE,NA,NA
"708","RT @Aadhavan_memes: Kollywood 100cr Hero's Still 2021<U+0001F4A5><U+0001F609>
#Rajini
#Kamal
#Suriya
#Vijay
#Ajith
#Vikram
#Karthi 

I expecting next generation…",FALSE,0,NA,2021-01-17 10:45:05,FALSE,NA,"1350756021032026114",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Karthic09608801",124,TRUE,FALSE,NA,NA
"709","RT @Aadhavan_memes: Kollywood 100cr Hero's Still 2021<U+0001F4A5><U+0001F609>
#Rajini
#Kamal
#Suriya
#Vijay
#Ajith
#Vikram
#Karthi 

I expecting next generation…",FALSE,0,NA,2021-01-17 10:40:20,FALSE,NA,"1350754825521123333",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LakshmanPasupu6",124,TRUE,FALSE,NA,NA
"710","RT @pulzerBLUE: Agree??? <U+0001F929><U+0001F60E><U+0001F4AA>

If true kindly Retweet <U+0001F501> &amp; Like <U+2764><U+FE0F><U+0001F917><U+0001F64C>

MASTER REVIVES INDIAN BO
#RajiniMakkalMandram #VMI #MGRBirthAnniversary…",FALSE,0,NA,2021-01-17 10:40:15,FALSE,NA,"1350754801756192769",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Mastersakthi001",5,TRUE,FALSE,NA,NA
"711","RT @IamBruceWayne__: His Respect for #Transgenders <U+0001F60D><U+0001F44F><U+0001F3FB>
A special scene in #Petta and an entire song #KannulaThimiru sung by them in #Darbar…",FALSE,0,NA,2021-01-17 10:39:07,FALSE,NA,"1350754519303393281",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MLokeshwaran11",114,TRUE,FALSE,NA,NA
"712","RT @Aadhavan_memes: Kollywood 100cr Hero's Still 2021<U+0001F4A5><U+0001F609>
#Rajini
#Kamal
#Suriya
#Vijay
#Ajith
#Vikram
#Karthi 

I expecting next generation…",FALSE,0,NA,2021-01-17 10:38:24,FALSE,NA,"1350754338923192320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SakthivelSFC7",124,TRUE,FALSE,NA,NA
"713","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 10:37:05,FALSE,NA,"1350754006264496131",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vijayal42724928",492,TRUE,FALSE,NA,NA
"714","RT @srikanthkaran33: Why does when every #Vijay movie release, they are dragging #Rajini into the picture for baseless comparisons of box o…",FALSE,0,NA,2021-01-17 10:36:45,FALSE,NA,"1350753922852392966",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yeshwan45510191",83,TRUE,FALSE,NA,NA
"715","Agree??? <U+0001F929><U+0001F60E><U+0001F4AA>

If true kindly Retweet <U+0001F501> &amp; Like <U+2764><U+FE0F><U+0001F917><U+0001F64C>

MASTER REVIVES INDIAN BO
#RajiniMakkalMandram #VMI… https://t.co/eo1tZls6TA",FALSE,5,NA,2021-01-17 10:34:46,TRUE,NA,"1350753423684108288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pulzerBLUE",5,FALSE,FALSE,NA,NA
"716","RT @devashak: #AJStalin &amp; a few other district secretaries leaving #Rajinikanth &amp; joining droghi #Dmk.
Sad day for #RajiniMakkalMandram .
T…",FALSE,0,NA,2021-01-17 10:32:04,FALSE,NA,"1350752742462025730",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SanthoshRaman6",62,TRUE,FALSE,NA,NA
"717",".<U+2066>@ikamalhaasan<U+2069> #Kamalhaasan 

<U+2066>@rajinikanth<U+2069> #Rajini 

Source: <U+2066>@Tamilmirror<U+2069> #SriLanka https://t.co/Isl9kpxMlF",FALSE,0,NA,2021-01-17 10:30:55,FALSE,NA,"1350752454648897537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gowri_gal",0,FALSE,FALSE,NA,NA
"718","RT @devashak: Firm believer #Thalaivar #Rajinikanth is God’s child.
He is a sidhar, mahaan.
Imagine after starting party #AJStalin &amp; a few…",FALSE,0,NA,2021-01-17 10:24:35,FALSE,NA,"1350750858447785984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Manivas17133948",31,TRUE,FALSE,NA,NA
"719","RT @_madhu_edits_: Edit By Myself
#25yearsofblockbusterMuthu #25YearsOfMuthu @soundaryaarajni @RIAZtheboss #rajini https://t.co/DgGKP2OYbs",FALSE,0,NA,2021-01-17 10:23:48,FALSE,NA,"1350750661655240707",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mojo02753",191,TRUE,FALSE,NA,NA
